query,ground_true,answer,query_quality,tbp_answer,tbp05,tbp08
问一下，商家迟迟不发货怎么办？,商家一直不发货,商家一直不发货,2.0,商家一直不发货,商家一直不发货,商家一直不发货
我买的东西一个月了，卖家不发货,商家一直不发货,商家延迟发货怎么办？,2.0,商家一直不发货,商家一直不发货,商家一直不发货
因迟迟不发货，明天收不到货，就无人收货！,商家一直不发货,商家延迟发货怎么办？,2.0,商家一直不发货,,
我的孩没发货,商家一直不发货,商家一直不发货,2.0,商家一直不发货,,商家一直不发货
我买的东西没发货,商家一直不发货,商家一直不发货,2.0,商家一直不发货,商家一直不发货,商家一直不发货
16号的时候向你们反应了，到现在也还是没有发货,商家一直不发货,商家一直不发货,2.0,商家一直不发货,商家一直不发货,商家一直不发货
快递一直滞留 打电话问说根本没发货 只有个揽收消息,快递无走件信息,快递无走件信息,3,商家一直不发货,,商家一直不发货
买个东西怎么迟迟不发货,商家一直不发货,商家一直不发货,2.0,商家一直不发货,,商家一直不发货
怎么还没发货呢,商家一直不发货,下单后多久可以发货？,2.0,商家一直不发货,,商家一直不发货
还没有发货呢,商家一直不发货,商家一直不发货,2.0,商家一直不发货,商家一直不发货,商家一直不发货
一直都没发货,商家一直不发货,商家一直不发货,2.0,商家一直不发货,商家一直不发货,商家一直不发货
你好，我下单的商家一直不发货,商家一直不发货,商家一直不发货,2.0,商家一直不发货,商家一直不发货,商家一直不发货
我的还没发货,商家一直不发货,商家一直不发货,2.0,商家一直不发货,商家一直不发货,商家一直不发货
我买的货还没有发,商家一直不发货,商家一直不发货,2.0,商家发货地是哪里？,商家发货地是哪里？,商家发货地是哪里？
5月20下的单到现在还没发出呢？！,商家一直不发货,,2.0,商家发货地是哪里？,商家发货地是哪里？,商家发货地是哪里？
卖家承诺是48小时内发,商家一直不发货,,3.0,商家发货地是哪里？,商家发货地是哪里？,商家发货地是哪里？
怎么还没发,商家一直不发货,商家一直不发货,2,,商家延迟发货怎么办？,
能撤销退款吗,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？,2.0,申请退货/退款后如何操作撤销退货/退款申请？,如何申请退款/退货？,申请退货/退款后如何操作撤销退货/退款申请？
我就是问什么时候发货？发什么快递？哪里发货,什么快递发货？,什么快递发货？,1.0,什么快递发货？,买错了，需要修改订单内容,
快递发货,什么快递发货？,什么快递发货？,2.0,什么快递发货？,买错了，需要修改订单内容,什么快递发货？
啥快递,什么快递发货？,什么快递发货？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
请问你们发什么快递,什么快递发货？,什么快递发货？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
哪个物流,什么快递发货？,什么快递发货？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
客服 你们到底可以发到哪个快递公司呀,什么快递发货？,可以指定快递发货吗？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
你们发什么快递,什么快递发货？,什么快递发货？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
一般发什么快递,什么快递发货？,什么快递发货？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
请问小鹅拼拼发什么快递？,什么快递发货？,什么快递发货？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
什么快递的？,什么快递发货？,什么快递发货？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
发哪个快递,什么快递发货？,什么快递发货？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
那怎么发货？,什么快递发货？,下单后多久可以发货？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
发什么快递？,什么快递发货？,什么快递发货？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
可以查好发什么快递吗,什么快递发货？,什么快递发货？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
这个发啥快递,什么快递发货？,什么快递发货？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
那发什么快递？多久到？,什么快递发货？,什么快递发货？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
发什么快递,什么快递发货？,什么快递发货？,2.0,什么快递发货？,什么快递发货？,什么快递发货？
没啥事，想问发啥快递,什么快递发货？,什么快递发货？,2.0,什么快递发货？,后台显示待退货,什么快递发货？
七天无理由退货,什么是7天无理由退货？,什么是7天无理由退货？,1.0,什么是7天无理由退货？,,
优惠券买的东西快递破损怎么办,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,描述不符
发错了，是这个,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,,收到商品破损/少件/错发
我有备注的，都发错了,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
坏了,收到商品破损/少件/错发,收到商品破损/少件/错发,3.0,收到商品破损/少件/错发,收到商品破损/少件/错发,
你们说发错了,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,,收到商品破损/少件/错发
我有备注，发错了，还联系不见客服，发不出字,收到商品破损/少件/错发,,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
好的，因为之前买的都特别好，最近拆的这两回都是破损/::~/::~/::~,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
发错货了奶茶,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
商品有破损,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,,收到商品破损/少件/错发
发错颜色了吗？？,收到商品破损/少件/错发,,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
发错款式了,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
发错款式了，怎么搞,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
这个货发错了,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
已收到货，商家把物流单号发错了，还好货到了，就不计较了。头一次在小鹅下单，体验不好,收到商品破损/少件/错发,快递无走件信息,3.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
这是擦桌子用的都破损了，我能用吗？,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
收到的东西是坏的,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
东西太少了,收到商品破损/少件/错发,,3.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
你好发错颜色了,收到商品破损/少件/错发,,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
商家发错东西了,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
有破损,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
又收到坏的,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
好久才到，收到破了,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
商家发错货的,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
我的鞋子发错货了,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
我收到这个都坏了,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
店家发错货却一直找理由推脱责任,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
刚刚签收拿回商品，有一瓶破损,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
手机发错颜色了呗,收到商品破损/少件/错发,如何修改收货地址或订单信息？,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
他发错了，还不给我退款,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
发错,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
商品破损,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
收到风扇是，坏的。,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,显示签收但实际未收到
不是这里坏了，就是那里坏了,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,,
发错货了,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
亲 店铺发错货怎么办？,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,
我才发现，不止款式发错了，还是个坏的,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
我收到的风扇是坏的,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
发错口味,收到商品破损/少件/错发,,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,收到商品破损/少件/错发
我买的酱发错货了,收到商品破损/少件/错发,收到商品破损/少件/错发,2.0,收到商品破损/少件/错发,收到商品破损/少件/错发,显示签收但实际未收到
没买之前写的12罐买回来怎么才6罐呢,收到商品破损/少件/错发,,3.0,,,
我在一家店里，买了20支的黑色玻璃胶，但快递发来只有15支的黑色玻璃胶。总共三个包裹，每个包裹里装了5支,收到商品破损/少件/错发,,3.0,,,
请看颜色，风马牛不相及啊！,收到商品破损/少件/错发,,3.0,,,
我爱的我的洗衣液还没发货呢,下单后多久可以发货？,,3.0,下单后多久可以发货？,,下单后多久可以发货？
发货怎么这么慢？,下单后多久可以发货？,商家一直不发货,3.0,下单后多久可以发货？,下单后多久可以发货？,下单后多久可以发货？
我买的纯奶都好几天了，怎么不发货,商家一直不发货,商家一直不发货,3.0,下单后多久可以发货？,,
什时候发货,下单后多久可以发货？,下单后多久可以发货？,3.0,下单后多久可以发货？,下单后多久可以发货？,
买了东西怎么发货呢,下单后多久可以发货？,下单后多久可以发货？,3.0,下单后多久可以发货？,下单后多久可以发货？,下单后多久可以发货？
啥时候能发货？,下单后多久可以发货？,下单后多久可以发货？,2.0,下单后多久可以发货？,下单后多久可以发货？,下单后多久可以发货？
尽快发货吧！,下单后多久可以发货？,下单后多久可以发货？,3.0,下单后多久可以发货？,下单后多久可以发货？,下单后多久可以发货？
多久会发货,下单后多久可以发货？,下单后多久可以发货？,2.0,下单后多久可以发货？,下单后多久可以发货？,下单后多久可以发货？
你好！我5月20下的单到目前还没发货，也催过两次，就是想知道什么时候能发货？,下单后多久可以发货？,商家一直不发货,3,下单后多久可以发货？,下单后多久可以发货？,下单后多久可以发货？
快点给我发货,下单后多久可以发货？,商家一直不发货,3.0,下单后多久可以发货？,下单后多久可以发货？,下单后多久可以收到？
几天可以到,下单后多久可以收到？,下单后多久可以收到？,3,下单后多久可以收到？,下单后多久可以收到？,下单后多久可以收到？
在贵平台购买的物品什么时候能收到？,下单后多久可以收到？,下单后多久可以收到？,2,下单后多久可以收到？,下单后多久可以收到？,下单后多久可以收到？
昨天下单一般多久可以到,下单后多久可以收到？,下单后多久可以收到？,2.0,下单后多久可以收到？,下单后多久可以收到？,下单后多久可以收到？
我请问一下我的快递什么时候到,下单后多久可以收到？,快递不派送,2.0,什么快递发货？,什么快递发货？,买错了，需要修改订单内容
今天能到吗？,下单后多久可以收到？,,3.0,什么快递发货？,什么快递发货？,什么快递发货？
你好我想问一下我的这个快递今天能到吗？,下单后多久可以收到？,快递不派送,3.0,什么快递发货？,什么快递发货？,什么快递发货？
他这个东西打算多会送到,下单后多久可以收到？,,2.0,什么快递发货？,什么快递发货？,
我的洗脸巾，怎么现在还没寄到呢？,下单后多久可以收到？,,3.0,商家发货地是哪里？,商家发货地是哪里？,商家发货地是哪里？
上面是我買的口罩，之今還沒來,下单后多久可以收到？,,3.0,商家发货地是哪里？,商家发货地是哪里？,商家发货地是哪里？
我18号买的货到今天都没有收到。,下单后多久可以收到？,,3.0,,,
啥时候能收到货,下单后多久可以收到？,下单后多久可以收到？,2.0,,,
几天到货？,下单后多久可以收到？,下单后多久可以收到？,3.0,,,
我本人没收到啊，订单显示已签收了,显示签收但实际未收到,显示签收但实际未收到,2.0,显示签收但实际未收到,显示签收但实际未收到,收到商品破损/少件/错发
你好，在你们这买的吹风机还没收到货。怎么显示已签收,显示签收但实际未收到,显示签收但实际未收到,2.0,显示签收但实际未收到,显示签收但实际未收到,收到商品破损/少件/错发
这边还显示已签收了,显示签收但实际未收到,显示签收但实际未收到,3.0,显示签收但实际未收到,收到商品破损/少件/错发,显示签收但实际未收到
显示我已经签收，可我没有收到。,显示签收但实际未收到,显示签收但实际未收到,2.0,显示签收但实际未收到,显示签收但实际未收到,显示签收但实际未收到
我就没有签收,显示签收但实际未收到,显示签收但实际未收到,3.0,显示签收但实际未收到,显示签收但实际未收到,显示签收但实际未收到
快递显示签收、但我根本没有收到货，也跟卖家联系过了,显示签收但实际未收到,快递中途显示返回了,2.0,显示签收但实际未收到,显示签收但实际未收到,收到商品破损/少件/错发
我地址填的是东安花园，它显示在什么金泰签收了,显示签收但实际未收到,快递放驿站/快递柜，我没有收到取件码,2.0,显示签收但实际未收到,显示签收但实际未收到,显示签收但实际未收到
现在我来追件，显示已签收了,显示签收但实际未收到,快递放驿站/快递柜，我没有收到取件码,2.0,显示签收但实际未收到,,显示签收但实际未收到
商品显示签收但未收到,显示签收但实际未收到,显示签收但实际未收到,2.0,显示签收但实际未收到,,显示签收但实际未收到
我买的东西没有收到已经签收了,显示签收但实际未收到,显示签收但实际未收到,2.0,显示签收但实际未收到,显示签收但实际未收到,显示签收但实际未收到
物品未收到,显示签收但实际未收到,快递无走件信息,2.0,显示签收但实际未收到,显示签收但实际未收到,
商家没发货为什么说是已签收,显示签收但实际未收到,显示签收但实际未收到,2.0,显示签收但实际未收到,显示签收但实际未收到,
我买的东西没收到 上面显示已签收,显示签收但实际未收到,显示签收但实际未收到,2.0,显示签收但实际未收到,,显示签收但实际未收到
到时候都要显示收货了,,,,显示签收但实际未收到,显示签收但实际未收到,显示签收但实际未收到
这个单还没给我处理呀，没人联系我呀，显示签收，我一直没收到货,显示签收但实际未收到,快递无走件信息,2.0,显示签收但实际未收到,显示签收但实际未收到,显示签收但实际未收到
签收又不是我本人签收的,显示签收但实际未收到,显示签收但实际未收到,2.0,显示签收但实际未收到,显示签收但实际未收到,显示签收但实际未收到
显示签收,显示签收但实际未收到,显示签收但实际未收到,2.0,显示签收但实际未收到,显示签收但实际未收到,显示签收但实际未收到
没有收到货，但是快递显示签收,显示签收但实际未收到,快递放驿站/快递柜，我没有收到取件码,2.0,显示签收但实际未收到,显示签收但实际未收到,显示签收但实际未收到
开始是物流一直显示已签收饭没收到货，那时我就已申请退款,显示签收但实际未收到,快递中途显示返回了,2.0,显示签收但实际未收到,显示签收但实际未收到,显示签收但实际未收到
你们平台都显示22号上午签收了，我没收到信息来，我一看22号下午发货，上午签收,显示签收但实际未收到,,3.0,显示签收但实际未收到,显示签收但实际未收到,
但是这边平台显示签收了啊,显示签收但实际未收到,显示签收但实际未收到,2.0,显示签收但实际未收到,显示签收但实际未收到,显示签收但实际未收到
你假如买个东西，没有收到，还说你已鉴收了，你是什么心态,显示签收但实际未收到,,2.0,显示签收但实际未收到,显示签收但实际未收到,显示签收但实际未收到
快递显示签收,显示签收但实际未收到,快递放驿站/快递柜，我没有收到取件码,2.0,显示签收但实际未收到,显示签收但实际未收到,显示签收但实际未收到
你好我的商品显示收货了，可我一直没收到货,显示签收但实际未收到,快递无走件信息,2.0,显示签收但实际未收到,显示签收但实际未收到,显示签收但实际未收到
我本人是没签收，东西都没看到,显示签收但实际未收到,显示签收但实际未收到,2.0,显示签收但实际未收到,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？
签收了5天才发现,显示签收但实际未收到,显示签收但实际未收到,3.0,,,
货没收到，服务态度差,显示签收但实际未收到,质量问题,3.0,,,
亲我已退货啥时候退钱,已经退货了，多久可以退款？,已经退货了，多久可以退款？,2.0,已经退货了，多久可以退款？,已经退货了，多久可以退款？,平台官方热线电话是多少？
退货商家已经收到。但货款及运费没有退回。,已经退货了，多久可以退款？,已经退货了，多久可以退款？,3.0,已经退货了，多久可以退款？,已经退货了，多久可以退款？,平台官方热线电话是多少？
商家同意了，怎么还没退回来呢,已经退货了，多久可以退款？,,3.0,已经退货了，多久可以退款？,已经退货了，多久可以退款？,已经退货了，多久可以退款？
5月10寄出退货商品到现在没收到退款,已经退货了，多久可以退款？,,3.0,已经退货了，多久可以退款？,已经退货了，多久可以退款？,平台官方热线电话是多少？
5月‘10日寄出退货商品到现在没有退款！,已经退货了，多久可以退款？,,3.0,已经退货了，多久可以退款？,已经退货了，多久可以退款？,已经退货了，多久可以退款？
退货了怎么还没给我退款,已经退货了，多久可以退款？,已经退货了，多久可以退款？,3.0,已经退货了，多久可以退款？,已经退货了，多久可以退款？,平台官方热线电话是多少？
你们平台自己看看质量问题再发货。这是谁家的商品骗人吗。,质量问题,,3.0,下单后多久可以发货？,,下单后多久可以发货？
商品质量差，商家各种理由推诿搪塞，要求退款,质量问题,收到商品破损/少件/错发,3.0,什么是7天无理由退货？,,什么是7天无理由退货？
才两天就坏了,质量问题,收到商品破损/少件/错发,3.0,商家一直不发货,商家一直不发货,商家一直不发货
钱花了，东西质量也不好，,质量问题,质量问题,2.0,质量问题,,申请退货/退款后如何操作撤销退货/退款申请？
我在你们这上面买的鸡蛋，不好,质量问题,,2.0,质量问题,质量问题,
反正你家东西不好,质量问题,质量问题,2.0,质量问题,发起售后申请后多久可以退款？,质量问题
十盒有六盒坏了/::<,质量问题,质量问题,3.0,质量问题,质量问题,质量问题
以后可不在这个平台买东西了，质量太差，店家也太差,质量问题,,2.0,质量问题,买错了，需要修改订单内容,质量问题
你们家平台的东西太烂了啊,质量问题,,2.0,质量问题,质量问题,质量问题
小的都没坏，坏的都是大个的,质量问题,收到商品破损/少件/错发,3.0,质量问题,质量问题,质量问题
你这是有严重的质量问题,质量问题,质量问题,2.0,质量问题,质量问题,
质量太差，服务也一般般的很，等下差评卸载,质量问题,,2.0,质量问题,质量问题,后台显示待退货
7个就有3坏的,质量问题,质量问题,3.0,质量问题,质量问题,质量问题
质量还不行,质量问题,质量问题,2.0,质量问题,质量问题,质量问题
不到5斤、还那么多坏的,质量问题,收到商品破损/少件/错发,3.0,质量问题,质量问题,
发的都是烂货,质量问题,质量问题,2.0,质量问题,,质量问题
拆开是坏的,质量问题,质量问题,3.0,质量问题,质量问题,质量问题
我买的拖鞋质量太次了,质量问题,质量问题,2.0,质量问题,质量问题,质量问题
买的东西坏的,质量问题,收到商品破损/少件/错发,2.0,质量问题,质量问题,质量问题
俩个订单十二小包，小包装得松松，质量太差，纸张太多了，十二包一巴掌都拿得下,质量问题,,2.0,质量问题,质量问题,质量问题
第一次在这里买东西没想到两单都如此的劣质,质量问题,质量问题,3.0,质量问题,质量问题,购买后多久可以收到产品？
我是新用户在你们这参加新用户活动买的鸡蛋质量很差,质量问题,,2.0,质量问题,,质量问题
都是虫眼,质量问题,,3.0,质量问题,质量问题,质量问题
给人家买点东西还都坏的,质量问题,收到商品破损/少件/错发,2.0,质量问题,购买后多久可以收到产品？,质量问题
还有6个质量也不好,质量问题,质量问题,2.0,质量问题,质量问题,质量问题
我买的锅有个坑,质量问题,,3.0,质量问题,下单后多久可以发货？,质量问题
质量太差,质量问题,质量问题,2.0,质量问题,购买后多久可以收到产品？,
不是吉利，多个科吉利，质量差很多,质量问题,质量问题,3.0,,,
我买的雨鞋右脚漏水,质量问题,,3.0,,,
这质量也太差了吧,质量问题,质量问题,2.0,,,
我收到的风扇有问题,质量问题,,2.0,,,
谁知道外面整个好好的，里面会坏了呢？,质量问题,质量问题,3,质量问题,质量问题,质量问题
都烂成那样都不退款,质量问题,收到商品破损/少件/错发,,发起售后申请后多久可以退款？,,可以拒签商品吗
亲，就是上次跟你说的那个 帮我重新发货了没有,,,,下单后多久可以发货？,,
真实发货吗,,,,下单后多久可以发货？,下单后多久可以发货？,
我问是不是真的发货,,商家一直不发货,,下单后多久可以发货？,,下单后多久可以发货？
大哥 一个周了,,,,下单后多久可以发货？,下单后多久可以发货？,下单后多久可以发货？
会真的发货吗,,商家一直不发货,,下单后多久可以发货？,下单后多久可以发货？,下单后多久可以发货？
催一下发货啊,,,,下单后多久可以发货？,购买后多久可以收到产品？,购买后多久可以收到产品？
没有了，记得让商家快发货，感谢,,商家一直不发货,,下单后多久可以发货？,下单后多久可以发货？,下单后多久可以发货？
请尽快发货就好,,商家一直不发货,,下单后多久可以发货？,下单后多久可以发货？,下单后多久可以收到？
还要多久到梅州亲,,,,下单后多久可以收到？,下单后多久可以发货？,
需要多久呀,,,,下单后多久可以收到？,下单后多久可以发货？,下单后多久可以发货？
到深圳还有多久,,,,下单后多久可以收到？,下单后多久可以收到？,下单后多久可以收到？
是虚假发货吗,,,,什么快递发货？,什么快递发货？,什么快递发货？
我的快递平常三天到达现在都四天了,,快递中途显示返回了,,什么快递发货？,什么快递发货？,什么快递发货？
我要售后,,,,什么是7天无理由退货？,什么是7天无理由退货？,什么是7天无理由退货？
面包13天未到,,,,发起售后申请后多久可以退款？,发起售后申请后多久可以退款？,发起售后申请后多久可以退款？
商家也不会消息,,,,商家拒绝退款/退货申请，怎么办？,商家拒绝退款/退货申请，怎么办？,
不好意思，电话2641写成2141,,,,如何修改收货地址或订单信息？,如何修改收货地址或订单信息？,如何修改收货地址或订单信息？
我打开设置，又点开收货地址，就出了这个图片，没有修改地址的方式,,,,如何修改收货地址或订单信息？,如何修改收货地址或订单信息？,如何修改收货地址或订单信息？
怎么搞的买东西发的另一个地址去了,,,,如何修改收货地址或订单信息？,,如何修改收货地址或订单信息？
我就是那天下错价格了取消订单的,,,,如何操作取消订单？,如何操作取消订单？,
我买了一双拖鞋，他发百世快递，因为我取快递的时候要另外加费用，所以想退货，但是商家不给退，如果商家给出取件费，也可以的,,,,如何操作退货？,如何操作退货？,如何操作退货？
我都还没寄出，地址都没有,,快递无走件信息,,如何查看商家退货地址？,如何查看商家退货地址？,如何查看商家退货地址？
打快递客服也没人接,,如何投诉快递,,如何联系人工在线客服？,如何联系人工在线客服？,如何联系人工在线客服？
我收到货了，现在发起退款不行吗？,,已经退货了，多久可以退款？,,已经退货了，多久可以退款？,已经退货了，多久可以退款？,如何联系人工在线客服？
怎么时候处理好呀,,,,平台客服介入处理需要多久？,,
什么时候处理好啊,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,平台客服介入处理需要多久？
非要等到48小时吗，就不能快点嘛,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,平台客服介入处理需要多久？
嗯麻烦尽快处理,,,,平台客服介入处理需要多久？,购买后多久可以收到产品？,平台客服介入处理需要多久？
希望尽快处理,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,平台官方热线电话是多少？
入驻客服怎么还没回复我,,,,平台客服介入处理需要多久？,平台官方热线电话是多少？,平台客服介入处理需要多久？
我之前反应的事情怎么没处理结果了,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,平台客服介入处理需要多久？
提交了申请，多久会有通知,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,平台客服介入处理需要多久？
等多久啊,,,,平台客服介入处理需要多久？,,平台客服介入处理需要多久？
什么时候能处理？,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,
今天我需要得到解决,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,平台客服介入处理需要多久？
是不是需要几天？,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,
能不能快点处理,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,
尽快处理吧,,,,平台客服介入处理需要多久？,,下单后多久可以发货？
为什么你们平台没处理呢？,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,平台客服介入处理需要多久？
没有所以我才找你们平台的,,,,平台客服介入处理需要多久？,,
等多久？,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,平台客服介入处理需要多久？
快快处理,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,平台客服介入处理需要多久？
我在别的平台都是一个小时内就给打电话,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,平台客服介入处理需要多久？
好，大概多久呢,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,下单后多久可以收到？
我申请了，请帮忙尽快处理哦，亲亲。,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,快递不派送
怎么还没有处理？,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,快递不派送
我希望平台给我满意的处理结果,,,,平台客服介入处理需要多久？,,平台客服介入处理需要多久？
你们这样 是拖谁时间吗,,,,平台客服介入处理需要多久？,购买后多久可以收到产品？,平台客服介入处理需要多久？
好 我看你协商多久,,,,平台客服介入处理需要多久？,快递不派送,平台客服介入处理需要多久？
都不是四斤,,,,快递停滞不更新,快递停滞不更新,快递停滞不更新
大概多久呢,,,,购买后多久可以收到产品？,,
还没打开 就是一个空盒,,,,,,
怎么不动了,,,,,快递停滞不更新,质量问题
你们解决个问题就那么慢吗,,,,,,
问下订单多久会自动收货，今天都第三天了,,,,下单后多久可以收到？,下单后多久可以收到？,
哦了,,,,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？
还不退,,,,快递停滞不更新,快递停滞不更新,快递在其他地址被签收
昨天已经反馈过了,,,,商家拒绝退款/退货申请，怎么办？,商家拒绝退款/退货申请，怎么办？,
没有，谢啦,,,,如何申请退款/退货？,如何申请退款/退货？,如何申请退款/退货？
行吧行吧,,,,如何申请退款/退货？,如何申请退款/退货？,如何申请退款/退货？
好吧，谢谢了,,,,,,
19号,,,,options@,,
你回答我就行,,,,平台官方热线电话是多少？,平台官方热线电话是多少？,平台官方热线电话是多少？
我申请了退款,,发起售后申请后多久可以退款？,,如何申请退款/退货？,如何申请退款/退货？,如何申请退款/退货？
都是邮箱是么,,,,,,
拖了半个月最后来一个退款？,,,,发起售后申请后多久可以退款？,发起售后申请后多久可以退款？,发起售后申请后多久可以退款？
客服是没有货了吧,,,,商家发货地是哪里？,商家拒绝退款/退货申请，怎么办？,商家发货地是哪里？
是不是你们平台说的24小时内退回,,,,后台显示待退货,,后台显示待退货
我没收到东西,,快递无走件信息,,,,
要不然给我退货包,,,,如何申请退款/退货？,如何申请退款/退货？,
找商家没有回复,,,,商家拒绝退款/退货申请，怎么办？,,商家拒绝退款/退货申请，怎么办？
网络没问题，因为确认收货这些都可以操作，删除之后也不行,,,,,,
我的订单还没收到,,快递无走件信息,,,,
